,Copo,City_Name,Distribution Date,Amount,TAG AGENCIES,ADDRESS,CITY,STATE,ZIP,PHONE1,LONGITUDE,LATITUDE,Location,zip,city,county_name
3575,4135.0,Meeker,11-Jun-19,217.43,Meeker Tag Agency,700 West Carl Hubbell,Meeker,OK,74855.0,(405) 279-2021,-96.973917,35.521136,"(35.521136, -96.973917)",74855.0,Meeker,Lincoln
3576,4140.0,Prague,10-Jul-18,393.39,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3577,4140.0,Prague,10-Aug-18,387.58,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3578,4140.0,Prague,11-Sep-18,380.66,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3579,4140.0,Prague,8-Oct-18,331.19,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3580,4140.0,Prague,13-Nov-18,409.07,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3581,4140.0,Prague,11-Dec-18,374.05,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3582,4140.0,Prague,10-Jan-19,362.98,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3583,4140.0,Prague,11-Feb-19,368.63,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3584,4140.0,Prague,11-Mar-19,301.52,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3585,4140.0,Prague,9-Apr-19,363.63,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3586,4140.0,Prague,10-May-19,305.61,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3587,4140.0,Prague,11-Jun-19,451.72,Prague Tag Agency,821 Jim Thorpe Boulevard,Prague,OK,74864.0,(405) 567-2255,-96.685664,35.493884,"(35.493884, -96.685664)",74864.0,Prague,Lincoln
3588,4145.0,Sparks,10-Jul-18,27.89,,,,,,,,,,,,
3589,4145.0,Sparks,10-Aug-18,27.48,,,,,,,,,,,,
3590,4145.0,Sparks,11-Sep-18,26.99,,,,,,,,,,,,
3591,4145.0,Sparks,8-Oct-18,23.48,,,,,,,,,,,,
3592,4145.0,Sparks,13-Nov-18,29.00,,,,,,,,,,,,
3593,4145.0,Sparks,11-Dec-18,26.52,,,,,,,,,,,,
3594,4145.0,Sparks,10-Jan-19,25.73,,,,,,,,,,,,
3595,4145.0,Sparks,11-Feb-19,26.13,,,,,,,,,,,,
3596,4145.0,Sparks,11-Mar-19,21.38,,,,,,,,,,,,
3597,4145.0,Sparks,9-Apr-19,25.78,,,,,,,,,,,,
3598,4145.0,Sparks,10-May-19,21.67,,,,,,,,,,,,
3599,4145.0,Sparks,11-Jun-19,32.03,,,,,,,,,,,,
3600,4150.0,Stroud,10-Jul-18,446.89,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3601,4150.0,Stroud,10-Aug-18,440.29,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3602,4150.0,Stroud,11-Sep-18,432.42,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3603,4150.0,Stroud,8-Oct-18,376.23,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3604,4150.0,Stroud,13-Nov-18,464.70,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3605,4150.0,Stroud,11-Dec-18,424.92,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3606,4150.0,Stroud,10-Jan-19,412.34,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3607,4150.0,Stroud,11-Feb-19,418.76,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3608,4150.0,Stroud,11-Mar-19,342.52,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3609,4150.0,Stroud,9-Apr-19,413.08,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3610,4150.0,Stroud,10-May-19,347.16,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3611,4150.0,Stroud,11-Jun-19,513.15,Stroud Tag Agency,402 West Main,Stroud,OK,74079.0,(918) 968-0377,-96.7774,35.786151000000004,"(35.786151, -96.7774)",74079.0,Stroud,Lincoln
3612,4155.0,Tryon,10-Jul-18,81.55,,,,,,,,,,,,
3613,4155.0,Tryon,10-Aug-18,80.34,,,,,,,,,,,,
3614,4155.0,Tryon,11-Sep-18,78.91,,,,,,,,,,,,
3615,4155.0,Tryon,8-Oct-18,68.66,,,,,,,,,,,,
3616,4155.0,Tryon,13-Nov-18,84.80,,,,,,,,,,,,
3617,4155.0,Tryon,11-Dec-18,77.54,,,,,,,,,,,,
3618,4155.0,Tryon,10-Jan-19,75.24,,,,,,,,,,,,
3619,4155.0,Tryon,11-Feb-19,76.42,,,,,,,,,,,,
3620,4155.0,Tryon,11-Mar-19,62.50,,,,,,,,,,,,
3621,4155.0,Tryon,9-Apr-19,75.38,,,,,,,,,,,,
3622,4155.0,Tryon,10-May-19,63.35,,,,,,,,,,,,
3623,4155.0,Tryon,11-Jun-19,93.64,,,,,,,,,,,,
3624,4157.0,Warwick,10-Jul-18,25.12,,,,,,,,,,,,
3625,4157.0,Warwick,10-Aug-18,24.75,,,,,,,,,,,,
3626,4157.0,Warwick,11-Sep-18,24.30,,,,,,,,,,,,
3627,4157.0,Warwick,8-Oct-18,21.15,,,,,,,,,,,,
3628,4157.0,Warwick,13-Nov-18,26.12,,,,,,,,,,,,
3629,4157.0,Warwick,11-Dec-18,23.88,,,,,,,,,,,,
3630,4157.0,Warwick,10-Jan-19,23.18,,,,,,,,,,,,
3631,4157.0,Warwick,11-Feb-19,23.54,,,,,,,,,,,,
3632,4157.0,Warwick,11-Mar-19,19.25,,,,,,,,,,,,
3633,4157.0,Warwick,9-Apr-19,23.22,,,,,,,,,,,,
3634,4157.0,Warwick,10-May-19,19.51,,,,,,,,,,,,
3635,4157.0,Warwick,11-Jun-19,28.84,,,,,,,,,,,,
3636,4160.0,Wellston,10-Jul-18,128.52,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3637,4160.0,Wellston,10-Aug-18,126.62,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3638,4160.0,Wellston,11-Sep-18,124.36,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3639,4160.0,Wellston,8-Oct-18,108.20,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3640,4160.0,Wellston,13-Nov-18,133.64,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3641,4160.0,Wellston,11-Dec-18,122.20,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3642,4160.0,Wellston,10-Jan-19,118.58,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3643,4160.0,Wellston,11-Feb-19,120.43,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3644,4160.0,Wellston,11-Mar-19,98.51,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3645,4160.0,Wellston,9-Apr-19,118.80,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3646,4160.0,Wellston,10-May-19,99.84,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3647,4160.0,Wellston,11-Jun-19,147.58,Wellston Tag Agency,324 West Second Street,Wellston,OK,74881.0,(405) 356-2445,-97.06706899999999,35.69449,"(35.69449, -97.067069)",74881.0,Wellston,Lincoln
3648,4202.0,Cedar Valley,10-Jul-18,52.68,,,,,,,,,,,,
3649,4202.0,Cedar Valley,10-Aug-18,51.90,,,,,,,,,,,,
3650,4202.0,Cedar Valley,11-Sep-18,50.98,,,,,,,,,,,,
3651,4202.0,Cedar Valley,8-Oct-18,44.35,,,,,,,,,,,,
3652,4202.0,Cedar Valley,13-Nov-18,54.78,,,,,,,,,,,,
3653,4202.0,Cedar Valley,11-Dec-18,50.09,,,,,,,,,,,,
3654,4202.0,Cedar Valley,10-Jan-19,48.61,,,,,,,,,,,,
3655,4202.0,Cedar Valley,11-Feb-19,49.37,,,,,,,,,,,,
3656,4202.0,Cedar Valley,11-Mar-19,40.38,,,,,,,,,,,,
3657,4202.0,Cedar Valley,9-Apr-19,48.69,,,,,,,,,,,,
3658,4202.0,Cedar Valley,10-May-19,40.92,,,,,,,,,,,,
3659,4202.0,Cedar Valley,11-Jun-19,60.49,,,,,,,,,,,,
3660,4203.0,Cimarron,10-Jul-18,27.24,,,,,,,,,,,,
3661,4203.0,Cimarron,10-Aug-18,26.83,,,,,,,,,,,,
3662,4203.0,Cimarron,11-Sep-18,26.36,,,,,,,,,,,,
3663,4203.0,Cimarron,8-Oct-18,22.93,,,,,,,,,,,,
3664,4203.0,Cimarron,13-Nov-18,28.32,,,,,,,,,,,,
3665,4203.0,Cimarron,11-Dec-18,25.90,,,,,,,,,,,,
3666,4203.0,Cimarron,10-Jan-19,25.13,,,,,,,,,,,,
3667,4203.0,Cimarron,11-Feb-19,25.52,,,,,,,,,,,,
3668,4203.0,Cimarron,11-Mar-19,20.88,,,,,,,,,,,,
3669,4203.0,Cimarron,9-Apr-19,25.18,,,,,,,,,,,,
3670,4203.0,Cimarron,10-May-19,21.16,,,,,,,,,,,,
3671,4203.0,Cimarron,11-Jun-19,31.28,,,,,,,,,,,,
3672,4205.0,Coyle,10-Jul-18,58.71,,,,,,,,,,,,
3673,4205.0,Coyle,10-Aug-18,57.85,,,,,,,,,,,,
3674,4205.0,Coyle,11-Sep-18,56.81,,,,,,,,,,,,
3675,4205.0,Coyle,8-Oct-18,49.43,,,,,,,,,,,,
3676,4205.0,Coyle,13-Nov-18,61.06,,,,,,,,,,,,
3677,4205.0,Coyle,11-Dec-18,55.83,,,,,,,,,,,,
3678,4205.0,Coyle,10-Jan-19,54.18,,,,,,,,,,,,
3679,4205.0,Coyle,11-Feb-19,55.02,,,,,,,,,,,,
3680,4205.0,Coyle,11-Mar-19,45.00,,,,,,,,,,,,
3681,4205.0,Coyle,9-Apr-19,54.27,,,,,,,,,,,,
3682,4205.0,Coyle,10-May-19,45.61,,,,,,,,,,,,
3683,4205.0,Coyle,11-Jun-19,67.42,,,,,,,,,,,,
3684,4210.0,Crescent,10-Jul-18,248.40,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3685,4210.0,Crescent,10-Aug-18,244.73,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3686,4210.0,Crescent,11-Sep-18,240.36,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3687,4210.0,Crescent,8-Oct-18,209.12,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3688,4210.0,Crescent,13-Nov-18,258.30,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3689,4210.0,Crescent,11-Dec-18,236.19,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3690,4210.0,Crescent,10-Jan-19,229.19,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3691,4210.0,Crescent,11-Feb-19,232.77,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3692,4210.0,Crescent,11-Mar-19,190.39,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3693,4210.0,Crescent,9-Apr-19,229.60,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3694,4210.0,Crescent,10-May-19,192.97,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3695,4210.0,Crescent,11-Jun-19,285.23,Crescent Tag Agency,119 South Grand,Crescent,OK,73028.0,(405) 969-2826,-97.59563299999999,35.952321999999995,"(35.952322, -97.595633)",73028.0,Crescent,Logan
3696,4215.0,Guthrie,10-Jul-18,"1,851.15",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3697,4215.0,Guthrie,10-Aug-18,"1,823.81",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3698,4215.0,Guthrie,11-Sep-18,"1,791.23",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3699,4215.0,Guthrie,8-Oct-18,"1,558.48",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3700,4215.0,Guthrie,13-Nov-18,"1,924.94",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3701,4215.0,Guthrie,11-Dec-18,"1,760.15",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3702,4215.0,Guthrie,10-Jan-19,"1,708.03",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3703,4215.0,Guthrie,11-Feb-19,"1,734.66",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3704,4215.0,Guthrie,11-Mar-19,"1,418.85",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3705,4215.0,Guthrie,9-Apr-19,"1,711.10",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3706,4215.0,Guthrie,10-May-19,"1,438.07",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3707,4215.0,Guthrie,11-Jun-19,"2,125.64",Guthrie Tag Office,2105 South Division,Guthrie,OK,73044.0,(405) 282-3873,-97.425565,35.857440000000004,"(35.85744, -97.425565)",73044.0,Guthrie,Logan
3708,4220.0,Langston,10-Jul-18,298.96,,,,,,,,,,,,
3709,4220.0,Langston,10-Aug-18,294.54,,,,,,,,,,,,
3710,4220.0,Langston,11-Sep-18,289.28,,,,,,,,,,,,
3711,4220.0,Langston,8-Oct-18,251.69,,,,,,,,,,,,
3712,4220.0,Langston,13-Nov-18,310.87,,,,,,,,,,,,
3713,4220.0,Langston,11-Dec-18,284.26,,,,,,,,,,,,
3714,4220.0,Langston,10-Jan-19,275.84,,,,,,,,,,,,
3715,4220.0,Langston,11-Feb-19,280.14,,,,,,,,,,,,
3716,4220.0,Langston,11-Mar-19,229.14,,,,,,,,,,,,
3717,4220.0,Langston,9-Apr-19,276.34,,,,,,,,,,,,
3718,4220.0,Langston,10-May-19,232.24,,,,,,,,,,,,
3719,4220.0,Langston,11-Jun-19,343.29,,,,,,,,,,,,
3720,4230.0,Marshall,10-Jul-18,48.44,,,,,,,,,,,,
3721,4230.0,Marshall,10-Aug-18,47.72,,,,,,,,,,,,
3722,4230.0,Marshall,11-Sep-18,46.87,,,,,,,,,,,,
3723,4230.0,Marshall,8-Oct-18,40.78,,,,,,,,,,,,
3724,4230.0,Marshall,13-Nov-18,50.37,,,,,,,,,,,,
3725,4230.0,Marshall,11-Dec-18,46.06,,,,,,,,,,,,
3726,4230.0,Marshall,10-Jan-19,44.69,,,,,,,,,,,,
3727,4230.0,Marshall,11-Feb-19,45.39,,,,,,,,,,,,
3728,4230.0,Marshall,11-Mar-19,37.13,,,,,,,,,,,,
3729,4230.0,Marshall,9-Apr-19,44.78,,,,,,,,,,,,
3730,4230.0,Marshall,10-May-19,37.63,,,,,,,,,,,,
3731,4230.0,Marshall,11-Jun-19,55.62,,,,,,,,,,,,
3732,4235.0,Meridian,10-Jul-18,7.01,,,,,,,,,,,,
3733,4235.0,Meridian,10-Aug-18,6.91,,,,,,,,,,,,
3734,4235.0,Meridian,11-Sep-18,6.79,,,,,,,,,,,,
3735,4235.0,Meridian,8-Oct-18,5.90,,,,,,,,,,,,
3736,4235.0,Meridian,13-Nov-18,7.29,,,,,,,,,,,,
3737,4235.0,Meridian,11-Dec-18,6.67,,,,,,,,,,,,
3738,4235.0,Meridian,10-Jan-19,6.47,,,,,,,,,,,,
3739,4235.0,Meridian,11-Feb-19,6.57,,,,,,,,,,,,
3740,4235.0,Meridian,11-Mar-19,5.38,,,,,,,,,,,,
3741,4235.0,Meridian,9-Apr-19,6.48,,,,,,,,,,,,
3742,4235.0,Meridian,10-May-19,5.45,,,,,,,,,,,,
3743,4235.0,Meridian,11-Jun-19,8.05,,,,,,,,,,,,
3744,4240.0,Mulhall,10-Jul-18,40.77,,,,,,,,,,,,
3745,4240.0,Mulhall,10-Aug-18,40.17,,,,,,,,,,,,
3746,4240.0,Mulhall,11-Sep-18,39.45,,,,,,,,,,,,
3747,4240.0,Mulhall,8-Oct-18,34.33,,,,,,,,,,,,
3748,4240.0,Mulhall,13-Nov-18,42.40,,,,,,,,,,,,
3749,4240.0,Mulhall,11-Dec-18,38.77,,,,,,,,,,,,
3750,4240.0,Mulhall,10-Jan-19,37.62,,,,,,,,,,,,
3751,4240.0,Mulhall,11-Feb-19,38.21,,,,,,,,,,,,
3752,4240.0,Mulhall,11-Mar-19,31.25,,,,,,,,,,,,
3753,4240.0,Mulhall,9-Apr-19,37.69,,,,,,,,,,,,
3754,4240.0,Mulhall,10-May-19,31.68,,,,,,,,,,,,
3755,4240.0,Mulhall,11-Jun-19,46.82,,,,,,,,,,,,
3756,4245.0,Orlando,10-Jul-18,26.91,,,,,,,,,,,,
3757,4245.0,Orlando,10-Aug-18,26.51,,,,,,,,,,,,
3758,4245.0,Orlando,11-Sep-18,26.04,,,,,,,,,,,,
3759,4245.0,Orlando,8-Oct-18,22.66,,,,,,,,,,,,
3760,4245.0,Orlando,13-Nov-18,27.98,,,,,,,,,,,,
3761,4245.0,Orlando,11-Dec-18,25.59,,,,,,,,,,,,
3762,4245.0,Orlando,10-Jan-19,24.83,,,,,,,,,,,,
3763,4245.0,Orlando,11-Feb-19,25.22,,,,,,,,,,,,
3764,4245.0,Orlando,11-Mar-19,20.63,,,,,,,,,,,,
3765,4245.0,Orlando,9-Apr-19,24.88,,,,,,,,,,,,
3766,4245.0,Orlando,10-May-19,20.91,,,,,,,,,,,,
3767,4245.0,Orlando,11-Jun-19,30.90,,,,,,,,,,,,
3768,4305.0,Leon,10-Jul-18,15.66,,,,,,,,,,,,
3769,4305.0,Leon,10-Aug-18,15.43,,,,,,,,,,,,
3770,4305.0,Leon,11-Sep-18,15.15,,,,,,,,,,,,
3771,4305.0,Leon,8-Oct-18,13.18,,,,,,,,,,,,
3772,4305.0,Leon,13-Nov-18,16.28,,,,,,,,,,,,
3773,4305.0,Leon,11-Dec-18,14.89,,,,,,,,,,,,
3774,4305.0,Leon,10-Jan-19,14.45,,,,,,,,,,,,
3775,4305.0,Leon,11-Feb-19,14.67,,,,,,,,,,,,
3776,4305.0,Leon,11-Mar-19,12.00,,,,,,,,,,,,
3777,4305.0,Leon,9-Apr-19,14.47,,,,,,,,,,,,
3778,4305.0,Leon,10-May-19,12.16,,,,,,,,,,,,
3779,4305.0,Leon,11-Jun-19,17.98,,,,,,,,,,,,
3780,4310.0,Marietta,10-Jul-18,445.91,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3781,4310.0,Marietta,10-Aug-18,439.32,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3782,4310.0,Marietta,11-Sep-18,431.47,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3783,4310.0,Marietta,8-Oct-18,375.41,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3784,4310.0,Marietta,13-Nov-18,463.68,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3785,4310.0,Marietta,11-Dec-18,423.99,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3786,4310.0,Marietta,10-Jan-19,411.43,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3787,4310.0,Marietta,11-Feb-19,417.85,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3788,4310.0,Marietta,11-Mar-19,341.77,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3789,4310.0,Marietta,9-Apr-19,412.17,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3790,4310.0,Marietta,10-May-19,346.40,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3791,4310.0,Marietta,11-Jun-19,512.03,Topco,112 West Main,Marietta,OK,73448.0,(580) 276-2101,-97.117088,33.937312,"(33.937312, -97.117088)",73448.0,Marietta,Love
3792,4315.0,Thackerville,10-Jul-18,77.96,,,,,,,,,,,,
3793,4315.0,Thackerville,10-Aug-18,76.81,,,,,,,,,,,,
3794,4315.0,Thackerville,11-Sep-18,75.44,,,,,,,,,,,,
3795,4315.0,Thackerville,8-Oct-18,65.63,,,,,,,,,,,,
3796,4315.0,Thackerville,13-Nov-18,81.07,,,,,,,,,,,,
3797,4315.0,Thackerville,11-Dec-18,74.13,,,,,,,,,,,,
3798,4315.0,Thackerville,10-Jan-19,71.93,,,,,,,,,,,,
3799,4315.0,Thackerville,11-Feb-19,73.05,,,,,,,,,,,,
3800,4315.0,Thackerville,11-Mar-19,59.75,,,,,,,,,,,,
3801,4315.0,Thackerville,9-Apr-19,72.06,,,,,,,,,,,,
3802,4315.0,Thackerville,10-May-19,60.56,,,,,,,,,,,,
3803,4315.0,Thackerville,11-Jun-19,89.52,,,,,,,,,,,,
3804,4405.0,Blanchard,10-Jul-18,"1,417.31",Richey Tag Agency,215 North Main,Blanchard,OK,73010.0,(405) 485-2226,-97.658456,35.138158000000004,"(35.138158, -97.658456)",73010.0,Blanchard,McClain
3805,4405.0,Blanchard,10-Aug-18,"1,396.38",Richey Tag Agency,215 North Main,Blanchard,OK,73010.0,(405) 485-2226,-97.658456,35.138158000000004,"(35.138158, -97.658456)",73010.0,Blanchard,McClain
